Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.13,0,0.3684313749333707368488703883,0.368431374933371,0.368431374933371,0.368431374933371,0.368431374933371,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,8661554
0.14,0,0.3683958216278056555733024363,0.368395821627806,0.368395821627806,0.368395821627806,0.368395821627806,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,9327828
0.15,0,0.3683603022600497817309893610,0.36836030226005,0.36836030226005,0.36836030226005,0.36836030226005,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,9994102
0.16,0,0.3683248168986504665264185217,0.36832481689865,0.36832481689865,0.36832481689865,0.36832481689865,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,10660380
0.17,0,0.3682893656103843815337157877,0.368289365610384,0.368289365610384,0.368289365610384,0.368289365610384,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,11326650
0.18,0,0.3682539484602847410736670283,0.368253948460285,0.368253948460285,0.368253948460285,0.368253948460285,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,11992920
0.19,0,0.3682185655116630782152958618,0.368218565511663,0.368218565511663,0.368218565511663,0.368218565511663,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,12659200
0.20,0,0.3681832168261371671528851460,0.368183216826137,0.368183216826137,0.368183216826137,0.368183216826137,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,13325470
0.21,0,0.3681479024636557360828012503,0.368147902463656,0.368147902463656,0.368147902463656,0.368147902463656,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,13991740
0.22,0,0.3681126224825195158300224999,0.36811262248252,0.36811262248252,0.36811262248252,0.36811262248252,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,14658020
0.23,0,0.3680773769394071801000127519,0.368077376939407,0.368077376939407,0.368077376939407,0.368077376939407,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,15324290
0.24,0,0.3680421658893989309804963634,0.368042165889399,0.368042165889399,0.368042165889399,0.368042165889399,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,15990560
0.25,0,0.3680069893859984475679866349,0.368006989385998,0.368006989385998,0.368006989385998,0.368006989385998,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,16656840
0.26,0,0.3681486908730844279231770429,0.368148690873084,0.368148690873084,0.368148690873084,0.368148690873084,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,17323110
0.27,0,0.3682904467131465689780084792,0.368290446713147,0.368290446713147,0.368290446713147,0.368290446713147,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,17989380
0.28,0,0.3684322175470985462077919586,0.368432217547099,0.368432217547099,0.368432217547099,0.368432217547099,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,18655660
0.29,0,0.3685740428303614734185874025,0.368574042830362,0.368574042830362,0.368574042830362,0.368574042830362,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,19321930
0.30,0,0.3687159029048944111343147831,0.368715902904894,0.368715902904894,0.368715902904894,0.368715902904894,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,19988200
0.31,0,0.3688577781112119623973467278,0.368857778111212,0.368857778111212,0.368857778111212,0.368857778111212,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,20654480
0.32,0,0.3689997079004023233191997317,0.368999707900402,0.368999707900402,0.368999707900402,0.368999707900402,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,21320750
0.33,0,0.3691416529061535998423001695,0.369141652906154,0.369141652906154,0.369141652906154,0.369141652906154,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,21987020
0.34,0,0.3692836525767683888726627618,0.369283652576768,0.369283652576768,0.369283652576768,0.369283652576768,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,22653300
0.35,0,0.3694256872471882129165086727,0.369425687247188,0.369425687247188,0.369425687247188,0.369425687247188,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,23319570
0.36,0,0.3695677372510121706309567234,0.369567737251012,0.369567737251012,0.369567737251012,0.369567737251012,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,23985840
0.37,0,0.3697098420325122052495666904,0.369709842032512,0.369709842032512,0.369709842032512,0.369709842032512,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,24652120
0.38,0,0.3698519622186599939690560136,0.36985196221866,0.36985196221866,0.36985196221866,0.36985196221866,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,25318390
0.39,0,0.3699941175471369368152455396,0.369994117547137,0.369994117547137,0.369994117547137,0.369994117547137,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,25984660
0.40,0,0.3701363277543585307204745018,0.370136327754359,0.370136327754359,0.370136327754359,0.370136327754359,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,26650940
0.41,0,0.3702785731674938799921072614,0.370278573167494,0.370278573167494,0.370278573167494,0.370278573167494,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,27317210
0.42,0,0.3704208341124787998463931900,0.370420834112479,0.370420834112479,0.370420834112479,0.370420834112479,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,27983480
0.43,0,0.3705631500260348217092564907,0.370563150026035,0.370563150026035,0.370563150026035,0.370563150026035,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,28649760
0.44,0,0.3707054815276922457277663831,0.370705481527692,0.370705481527692,0.370705481527692,0.370705481527692,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,29316030
0.45,0,0.3708478680517973207772732175,0.370847868051797,0.370847868051797,0.370847868051797,0.370847868051797,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,29982300
0.46,0,0.3709902899195397433483224009,0.37099028991954,0.37099028991954,0.37099028991954,0.37099028991954,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,30648580
0.47,0,0.3711327274509635522217046503,0.371132727450964,0.371132727450964,0.371132727450964,0.371132727450964,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,31314850
0.48,0,0.3712752200769832516440978997,0.371275220076983,0.371275220076983,0.371275220076983,0.371275220076983,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,31981120
0.49,0,0.3714177284114054817143895715,0.371417728411406,0.371417728411406,0.371417728411406,0.371417728411406,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,32647400
0.50,0,0.3715602918829365531409112998,0.371560291882937,0.371560291882937,0.371560291882937,0.371560291882937,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,33313670
0.51,0,0.3717028908072076092531063335,0.371702890807208,0.371702890807208,0.371702890807208,0.371702890807208,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,33979940
0.52,0,0.3718455054987849206765797887,0.371845505498785,0.371845505498785,0.371845505498785,0.371845505498785,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,34646220
0.53,0,0.3719881753831847537586419476,0.371988175383185,0.371988175383185,0.371988175383185,0.371988175383185,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,35312490
0.54,0,0.3721308610688932588294826150,0.372130861068893,0.372130861068893,0.372130861068893,0.372130861068893,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,35978770
0.55,0,0.3722736019793749597095044513,0.372273601979375,0.372273601979375,0.372273601979375,0.372273601979375,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,36645040
0.56,0,0.3724163587210945234542576537,0.372416358721095,0.372416358721095,0.372416358721095,0.372416358721095,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,37311310
0.57,0,0.3725591707155246677366253747,0.372559170715525,0.372559170715525,0.372559170715525,0.372559170715525,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,37977580
0.58,0,0.3727019985671683853418570123,0.372701998567168,0.372701998567168,0.372701998567168,0.372701998567168,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,38643860
0.59,0,0.3728448816955629872994578015,0.372844881695563,0.372844881695563,0.372844881695563,0.372844881695563,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,39310130
0.60,0,0.3729878004073034101447576077,0.372987800407303,0.372987800407303,0.372987800407303,0.372987800407303,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,39976410
0.61,0,0.3734507673614463827612893565,0.373450767361446,0.373450767361446,0.373450767361446,0.373450767361446,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,40642680
0.62,0,0.3739022824858648394836996722,0.373902282485865,0.373902282485865,0.373902282485865,0.373902282485865,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,41308950
0.63,0,0.3743538332198734765884015628,0.374353833219874,0.374353833219874,0.374353833219874,0.374353833219874,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,41975230
0.64,0,0.3748054195704179517316271822,0.374805419570418,0.374805419570418,0.374805419570418,0.374805419570418,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,42641500
0.65,0,0.3752570612475646333958155286,0.375257061247565,0.375257061247565,0.375257061247565,0.375257061247565,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,43307770
0.66,0,0.3757087188485172458250481794,0.375708718848517,0.375708718848517,0.375708718848517,0.375708718848517,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,43974050
0.67,0,0.3761604120816223108741637028,0.376160412081622,0.376160412081622,0.376160412081622,0.376160412081622,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,44640320
0.68,0,0.3766121409503882750693413066,0.376612140950388,0.376612140950388,0.376612140950388,0.376612140950388,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,45306600
0.69,0,0.3770639251614925667665169774,0.377063925161493,0.377063925161493,0.377063925161493,0.377063925161493,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,45972870
0.70,0,0.3775157253087990684618685206,0.377515725308799,0.377515725308799,0.377515725308799,0.377515725308799,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,46639140
0.71,0,0.3779675610973659407660778855,0.377967561097366,0.377967561097366,0.377967561097366,0.377967561097366,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,47305410
0.72,0,0.3784194325274602852146189863,0.37841943252746,0.37841943252746,0.37841943252746,0.37841943252746,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,47971690
0.73,0,0.3788713395985660007847862521,0.378871339598566,0.378871339598566,0.378871339598566,0.378871339598566,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,48637960
0.74,0,0.3793233020133989141632162235,0.379323302013399,0.379323302013399,0.379323302013399,0.379323302013399,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,49304240
0.75,0,0.3797752803619205151811260684,0.379775280361921,0.379775280361921,0.379775280361921,0.379775280361921,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,49970510
0.76,0,0.3802272943453405891632307754,0.380227294345341,0.380227294345341,0.380227294345341,0.380227294345341,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,50636780
0.77,0,0.3806793439601367166132774977,0.380679343960137,0.380679343960137,0.380679343960137,0.380679343960137,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,51303050
0.78,0,0.3811314489060596303724616930,0.38113144890606,0.38113144890606,0.38113144890606,0.38113144890606,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,51969330
0.79,0,0.3815835500661496504132780495,0.38158355006615,0.38158355006615,0.38158355006615,0.38158355006615,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,52635600
0.80,0,0.3820357262507385836456714550,0.382035726250739,0.382035726250739,0.382035726250739,0.382035726250739,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,53301880
0.81,0,0.3824879183414715981883010083,0.382487918341472,0.382487918341472,0.382487918341472,0.382487918341472,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,53968150
0.82,0,0.3829401657393066416909306634,0.382940165739307,0.382940165739307,0.382940165739307,0.382940165739307,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,54634420
0.83,0,0.3833924290285333735627297981,0.383392429028533,0.383392429028533,0.383392429028533,0.383392429028533,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,55300700
0.84,0,0.3838447279047747979625779963,0.383844727904775,0.383844727904775,0.383844727904775,0.383844727904775,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,55966970
0.85,0,0.3842970820630049641259869820,0.384297082063005,0.384297082063005,0.384297082063005,0.384297082063005,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,56633240
0.86,0,0.3847494323815568554248953932,0.384749432381557,0.384749432381557,0.384749432381557,0.384749432381557,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,57299520
0.87,0,0.3852018576661232070486718373,0.385201857666123,0.385201857666123,0.385201857666123,0.385201857666123,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,57965790
0.88,0,0.3856542987937826719007240344,0.385654298793783,0.385654298793783,0.385654298793783,0.385654298793783,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,58632060
0.89,0,0.3861067754569944919040581306,0.386106775456994,0.386106775456994,0.386106775456994,0.386106775456994,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,59298340
0.90,0,0.3865592876436142875452282337,0.386559287643614,0.386559287643614,0.386559287643614,0.386559287643614,0,0,0,0,10.14105996540025,84.19028000442237949392993529,84.19028000442237949392993529,59964610
0.91,0,0.389187890799591,0.389187890799591,0.389187890799591,0.389187890799591,0.389187890799591,0,0,0,0,10.4097677641655,84.3859808737766,84.189284573817,60630880
0.92,0,0.397073700267521,0.39707370026752,0.39707370026752,0.39707370026752,0.39707370026752,0,0,0,0,10.6784755629307,84.5816817431308,84.1882891432116,61297160
0.93,0,0.42404910590611,0.42404910590611,0.42404910590611,0.42404910590611,0.42404910590611,0,0,0,0,10.947183361696,84.7773826124851,84.1872937126062,61963430
0.94,0,0.466171202981393,0.466171202981393,0.466171202981393,0.466171202981393,0.466171202981393,0,0,0,0,11.2158911604612,84.9730834818393,84.1862982820008,62629700
0.95,0,0.508293300056677,0.508293300056677,0.508293300056677,0.508293300056677,0.508293300056677,0,0,0,0,11.4845989592265,85.1687843511935,84.1853028513954,63295980
0.96,0,0.550415397131961,0.550415397131961,0.550415397131961,0.550415397131961,0.550415397131961,0,0,0,0,11.7533067579917,85.3644852205477,84.18430742079,63962250
0.97,0,0.592537494207244,0.592537494207244,0.592537494207244,0.592537494207244,0.592537494207244,0,0,0,0,12.0220145567569,85.560186089902,84.1833119901846,64628520
0.98,0,0.634659591282528,0.634659591282528,0.634659591282528,0.634659591282528,0.634659591282528,0,0,0,0,12.2907223555222,85.7558869592562,84.1823165595793,65294800
0.99,0,0.676781688357812,0.676781688357812,0.676781688357812,0.676781688357812,0.676781688357812,0,0,0,0,12.5594301542874,85.9515878286104,84.1813211289739,65961070
1.00,0,0.718903785433096,0.718903785433096,0.718903785433096,0.718903785433096,0.718903785433096,0,0,0,0,12.8281379530527,86.1472886979646,84.1803256983685,66627340
1.01,0,0.76102588250838,0.76102588250838,0.76102588250838,0.76102588250838,0.76102588250838,0,0,0,0,13.0968457518179,86.3429895673189,84.1793302677631,67293620
1.02,0,0.803147979583663,0.803147979583664,0.803147979583664,0.803147979583664,0.803147979583664,0,0,0,0,13.3655535505831,86.5386904366731,84.1783348371577,67959890
1.03,0,0.845270076658947,0.845270076658947,0.845270076658947,0.845270076658947,0.845270076658947,0,0,0,0,13.6342613493484,86.7343913060273,84.1773394065523,68626160
1.04,0,0.887392173734231,0.887392173734231,0.887392173734231,0.887392173734231,0.887392173734231,0,0,0,0,13.9029691481136,86.9300921753815,84.1763439759469,69292430
1.05,0,0.9295142708095146656936007126,0.929514270809515,0.929514270809515,0.929514270809515,0.929514270809515,0,0.000000,0.000000,0,14.171676946878861588655650116,87.12579304473576423701606576,84.17534854534153042157366186,69958700
1.06,0,0.9291462424532425608246063623,0.929146242453243,0.929146242453243,0.929146242453243,0.929146242453243,0,0.000000,0.000000,0,14.190975655468841588655650115,87.05790222030310838437847969,84.11831809704758237720152988,70624980
1.07,0,0.9288327168140966752677624659,0.928832716814097,0.928832716814097,0.928832716814097,0.928832716814097,0,0.000000,0.000000,0,14.208028045568851588655650115,87.00042477297236447105247682,84.07015937386464386629161184,71291260
1.08,0,0.9285728852339778068478951294,0.928572885233978,0.928572885233978,0.928572885233978,0.928572885233978,0,0.000000,0.000000,0,14.223295078212871588655650116,86.95120781955195562424144542,84.02904082992068669253332524,71957540
1.09,0,0.9283656082763389746243949216,0.928365608276339,0.928365608276339,0.928365608276339,0.928365608276339,0,0.000000,0.000000,0,14.237096005514141588655650116,86.9088516507936731548128064,83.99377582867166288899765381,72623810
1.10,0,0.9282101063213776064233929043,0.928210106321378,0.928210106321378,0.928210106321378,0.928210106321378,0,0.000000,0.000000,0,14.249662638863871588655650116,86.87227485174551171394109242,83.96344402401806275248583281,73290080
1.11,0,0.9281055520465848055036395352,0.928105552046585,0.928105552046585,0.928105552046585,0.928105552046585,0,0.000000,0.000000,0,14.261169459370251588655650116,86.84060103870290478397253549,83.93729637686313419517451435,73956350
1.12,0,0.9280512643299363492124998177,0.928051264329936,0.928051264329936,0.928051264329936,0.928051264329936,0,0.000000,0.000000,0,14.271751724309361588655650115,86.81320834882334292954542862,83.91480383480544316245788952,74622620
1.13,0,0.9280466032429761112065156121,0.928046603242976,0.928046603242976,0.928046603242976,0.928046603242976,0,0.000000,0.000000,0,14.281516558254091588655650115,86.78973860155207279120678094,83.89566816897236128145051338,75288900
1.14,0,0.9280907658902651471545010012,0.928090765890265,0.928090765890265,0.928090765890265,0.928090765890265,0,0.000000,0.000000,0,14.290550695855861588655650116,86.76963524796897019958820925,83.87940802347347143893040568,75955170
1.15,0,0.9281833829140322084924939425,0.928183382914032,0.928183382914032,0.928183382914032,0.928183382914032,0,0.000000,0.000000,0,14.298925327337251588655650116,86.75268952738095126365370036,83.86585142833810478131740928,76621440
1.16,0,0.9274323147743166342022645638,0.927432314774317,0.927432314774317,0.927432314774317,0.927432314774317,0,0.000000,0.000000,0,14.306699799621761588655650115,86.73852201187985621147013851,83.85467014714409329380038527,77287720
1.17,0,0.9266995514413482667530599946,0.926699551441348,0.926699551441348,0.926699551441348,0.926699551441348,0,0.000000,0.000000,0,14.313924220806361588655650115,86.72697705686370921375613621,83.84573521836184532698439833,77953990
1.18,0,0.9260176080137601707193427428,0.92601760801376,0.92601760801376,0.92601760801376,0.92601760801376,0,0.000000,0.000000,0,14.320641195235921588655650115,86.71786511772076961558128569,83.83888547842664092803042408,78620260
1.19,0,0.9251668990676799547900105859,0.92516689906768,0.92516689906768,0.92516689906768,0.92516689906768,0,0.000000,0.000000,0,14.316336427284681588655650116,86.69644944209536799799682482,83.81874535680708026281113691,79286540
1.20,0,0.9227489958691774919201933043,0.922748995869178,0.922748995869178,0.922748995869178,0.922748995869178,0,0.000000,0.000000,0,14.250708767447501588655650116,86.59103389286885120957416347,83.71066578738613271372859406,79952820
1.21,0,0.9203828605679038863379587270,0.920382860567904,0.920382860567904,0.920382860567904,0.920382860567904,0,0.000000,0.000000,0,14.208230031763591588655650116,86.51796767120801471415972882,83.63634911311328451391147826,80619090
1.22,0,0.9180638833028234200390997701,0.918063883302824,0.918063883302824,0.918063883302824,0.918063883302824,0,0.000000,0.000000,0,14.181284676325871588655650116,86.46740686275708769423981395,83.58541647520353640109426727,81285360
1.23,0,0.9157874525098290616511033475,0.915787452509829,0.915787452509829,0.915787452509829,0.915787452509829,0,0.000000,0.000000,0,14.164487347604201588655650115,86.43218914266601752725537749,83.55034004056066533032065694,81951630
1.24,0,0.9135502165170210271263656164,0.913550216517021,0.913550216517021,0.913550216517021,0.913550216517021,0,0.000000,0.000000,0,14.154027315093571588655650115,86.40708511953175592051800944,83.52564508118314748055018533,82617900
1.25,0,0.9113488906667154078217492369,0.911348890666716,0.911348890666716,0.911348890666716,0.911348890666716,0,0.00000,0.00000,0,14.147186785879621588655650116,86.38824117718800725724561057,83.50731451451600621631217476,83284180
1.26,0,0.9091806731856458102389592943,0.909180673185646,0.909180673185646,0.909180673185646,0.909180673185646,0,0.000000,0.000000,0,14.142056235350801588655650116,86.37299781473667476236597735,83.49256886982847734176457555,83950460
1.27,0,0.9070430836402890695424824643,0.907043083640289,0.907043083640289,0.907043083640289,0.907043083640289,0,0.000000,0.000000,0,14.137293586254461588655650115,86.35949239389919918453951012,83.47946050618556487435136643,84616730
1.28,0,0.9049340101788546883786785868,0.904934010178855,0.904934010178855,0.904934010178855,0.904934010178855,0,0.000000,0.000000,0,14.131949495170001588655650115,86.34634061272554367172073416,83.46655175097000306986598906,85283000
1.29,0,0.9028514708741869097998662197,0.902851470874187,0.902851470874187,0.902851470874187,0.902851470874187,0,0.000000,0.000000,0,14.125389411659501588655650116,86.33261122734659517402312539,83.4528762201040433452962812,85949270
1.30,0,0.9007936770644693594992264359,0.900793677064469,0.900793677064469,0.900793677064469,0.900793677064469,0,0.000000,0.000000,0,14.136345255567411588655650116,86.21340898738849396994370815,83.34797591825472878178266206,86615540
1.31,0,0.8987592083042261111073501470,0.898759208304226,0.898759208304226,0.898759208304226,0.898759208304226,0,0.000000,0.000000,0,14.146480775446421588655650116,86.08736045403904613320372651,83.23673458067513042924284246,87281820
1.32,0,0.8967464891041985009262049333,0.896746489104199,0.896746489104199,0.896746489104199,0.896746489104199,0,0.000000,0.000000,0,14.154345611010501588655650116,85.96110658043226113081455621,83.12483253171427594602184558,87948100
1.33,0,0.8947544682803213859289297139,0.894754468280321,0.894754468280321,0.894754468280321,0.894754468280321,0,0.000000,0.000000,0,14.159889932996571588655650115,85.83442686739592869427686437,83.0120692933471181265394882,88614370
1.34,0,0.8927816034155646647666916499,0.892781603415565,0.892781603415565,0.892781603415565,0.892781603415565,0,0.000000,0.000000,0,14.163111811994131588655650116,85.70709947302558731409265492,82.89825241328254486838290708,89280640
1.35,0,0.8908272484977258712347809985,0.890827248497726,0.890827248497726,0.890827248497726,0.890827248497726,0,0.000000,0.000000,0,14.164056719969131588655650116,85.57914724155078064363124085,82.78341832539676122064023961,89946910
1.36,0,0.8888901414209349023234240683,0.888890141420935,0.888890141420935,0.888890141420935,0.888890141420935,0,0.000000,0.000000,0,14.162788861108571588655650115,85.45039263573106872534837762,82.6674264576329978108847352,90613190
1.37,0,0.8869694941266750719752444951,0.886969494126675,0.886969494126675,0.886969494126675,0.886969494126675,0,0.000000,0.000000,0,14.159400484702321588655650116,85.32087168146623657145559799,82.55033313232610593898267966,91279460
1.38,0,0.8850645840567755771286686542,0.885064584056776,0.885064584056776,0.885064584056776,0.885064584056776,0,0.000000,0.000000,0,14.153996789397441588655650116,85.19065290347523521340732949,82.43222579114516546134854856,91945740
1.39,0,0.8831745492045985389715314493,0.883174549204599,0.883174549204599,0.883174549204599,0.883174549204599,0,0.000000,0.000000,0,14.146677963375751588655650115,85.0596485683465418425550715,82.31304984357546587426122889,92612010
1.40,0,0.8812985780407885155486890943,0.881298578040789,0.881298578040789,0.881298578040789,0.881298578040789,0,0.000000,0.000000,0,14.137564479049641588655650115,84.92797302667525505077625445,82.19293573633124862379712078,93278280
1.41,0,0.8794363055399620402732402569,0.879436305539962,0.879436305539962,0.879436305539962,0.879436305539962,0,0.000000,0.000000,0,14.126760118169591588655650116,84.79572457888696452582097854,82.07199570895042142369550554,93944550
1.42,0,0.8775868111334552779186792004,0.877586811133455,0.877586811133455,0.877586811133455,0.877586811133455,0,0.000000,0.000000,0,14.114373870989691588655650116,84.6628610730667308652184917,81.95021631458748796274990425,94610820
1.43,0,0.8757498115924054523386646135,0.875749811592406,0.875749811592406,0.875749811592406,0.875749811592406,0,0.000000,0.000000,0,14.100518090386961588655650116,84.52951482758384325511133796,81.82774110651297602121622064,95277100
